DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201813775,07/10/2020 12:00:00 AM,07/09/2020 12:00:00 AM,1000,18,Southeast,1822,1,121,"RAPE, FORCIBLE",1822 1415 0302 1305 0527 0532 0536 0432 2001 0400,24,F,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,AA,Adult Arrest,121,998,,,CENTURY,GRAND,33.9456,-118.2803
200114659,07/10/2020 12:00:00 AM,07/07/2020 12:00:00 AM,0200,01,Central,0171,1,121,"RAPE, FORCIBLE",2002 1402 0527 0512 0913 1206 0400 1415,23,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,900 S  FIGUEROA                     ST,,34.0457,-118.2665
200808596,04/22/2020 12:00:00 AM,04/21/2020 12:00:00 AM,0930,08,West LA,0891,1,121,"RAPE, FORCIBLE",1813 2004 1218 2060 0500 1402 1415 0913 2000,20,F,O,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,CENTINELA,PICO,34.028,-118.4529
200800702,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1330,08,West LA,0805,1,121,"RAPE, FORCIBLE",0500 0527 1309 1823 0940 1310 1822 0100 0542 0400,22,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,121,,,,OVADA                        PL,ACANTO                       ST,34.076,-118.4679
200806538,02/26/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1830,08,West LA,0887,1,121,"RAPE, FORCIBLE",1251 1402 0408 1817 0527 0913 1259 1206 0413 0400,15,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2700    CASTLE HEIGHTS               PL,,34.039,-118.3973
200804256,01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2200,08,West LA,0828,1,121,"RAPE, FORCIBLE",0500 0913 1820 0527,20,F,B,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,10700    LE CONTE                     AV,,34.0646,-118.4378
201614306,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,0600,16,Foothill,1602,1,121,"RAPE, FORCIBLE",2000 1814 0913,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,11600    BROMONT                      AV,,34.2803,-118.4043
201226695,12/18/2020 12:00:00 AM,10/04/2020 12:00:00 AM,0300,12,77th Street,1203,1,121,"RAPE, FORCIBLE",0444 0527 0526 0913,24,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4500 S  WILTON                       PL,,34.0009,-118.3149
201016009,12/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,0300,10,West Valley,1025,1,121,"RAPE, FORCIBLE",1218 0334 0500 0516 2000 0913 1814 0400,42,F,B,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,121,,,,ETIWANDA                     AV,GAULT                        ST,34.1993,-118.5317
200314301,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,0930,03,Southwest,0392,1,121,"RAPE, FORCIBLE",0913 1415 1402 1409 0444 0522 0448 0527,28,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,5100    3RD                          AV,,33.9988,-118.3203
200814771,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,0300,08,West LA,0834,1,121,"RAPE, FORCIBLE",0913 0507 0527 0515 0512 0500,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,10700    WILSHIRE                     BL,,34.0605,-118.4374
200510344,06/08/2020 12:00:00 AM,06/07/2020 12:00:00 AM,1900,05,Harbor,0514,1,121,"RAPE, FORCIBLE",1822 0413 0527 0537 1309 1402 1415,24,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1100 W  PACIFIC COAST                HY,,33.7905,-118.2762
200812976,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1530,08,West LA,0823,1,121,"RAPE, FORCIBLE",1259 1415 0507 0913 2024 1251 0400 1402 1823,14,F,W,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,700    ALMA REAL                    DR,,34.0406,-118.5234
202114584,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2100,21,Topanga,2136,1,122,"RAPE, ATTEMPTED",0913 1820 2002 0512 0515 0510 0537 0536,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122,,,,7500    ETON                         AV,,34.2065,-118.5955
200800830,10/15/2020 12:00:00 AM,10/14/2020 12:00:00 AM,1800,08,West LA,0814,1,121,"RAPE, FORCIBLE",0500 0507 1402 1822 1310 1309 0100 0527 1823,21,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,998,,,CHURCH                       LN,MONTANA                      AV,34.0669,-118.462
200321628,12/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,2100,03,Southwest,0376,1,121,"RAPE, FORCIBLE",0329 0408 0416 0510 0527 0537 0913 1409 1415 2000,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,3900    DENKER                       AV,,34.0153,-118.3045
202014452,09/10/2020 12:00:00 AM,09/02/2020 12:00:00 AM,1400,20,Olympic,2029,1,121,"RAPE, FORCIBLE",0913 2000 0432 0533 0527 1202 2021,66,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,3000 W  5TH                          ST,,34.0652,-118.2857
201222460,10/12/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1730,12,77th Street,1293,1,121,"RAPE, FORCIBLE",1402 1415 0913 1251 1259 0500 0536 0537 0558 2021,15,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,10400 S  ST ANDREWS                   PL,,33.9417,-118.3113
200813890,09/09/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1600,08,West LA,0892,1,121,"RAPE, FORCIBLE",0500 1218 2003 2000 2004 0913,50,F,H,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,SAWTELLE,PEARL,34.0328,-118.4366
200710597,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1100,07,Wilshire,0779,1,121,"RAPE, FORCIBLE",0516 1402 0444 0500 0913 1218,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1800    4TH                          AV,,34.0409,-118.3213
200807518,03/19/2020 12:00:00 AM,03/06/2020 12:00:00 AM,2230,08,West LA,0839,1,121,"RAPE, FORCIBLE",1822 1300 0413 0418 0537 0500 0527 1259,16,F,W,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,910,,,SANTA MONICA,CENTURY PARK,34.0629,-118.4158
200806032,02/14/2020 12:00:00 AM,02/12/2020 12:00:00 AM,2100,08,West LA,0829,1,121,"RAPE, FORCIBLE",1822 0500 0522 0527 1415 1402 1206 1262 1823,26,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,10300    WILSHIRE                     BL,,34.068,-118.4254
202014453,09/10/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1100,20,Olympic,2029,1,121,"RAPE, FORCIBLE",0913 2000 0432 0533 0527 1202 2021,66,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,3000 W  5TH                          ST,,34.0652,-118.2857
200814415,09/23/2020 12:00:00 AM,03/12/2020 12:00:00 AM,0700,08,West LA,0853,1,121,"RAPE, FORCIBLE",0500 1913 0527 0537 0940 1823 1822,19,F,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1500    FEDERAL                      AV,,34.0447,-118.454
200815304,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,0001,08,West LA,0893,1,121,"RAPE, FORCIBLE",0527 1813 2000 0913,53,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,2500 S  SEPULVEDA                    BL,,34.0348,-118.4339
201416337,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1600,14,Pacific,1456,1,121,"RAPE, FORCIBLE",0527 0400 0413 1206 1218 0507 0209 1822 0342 1305,22,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,11800    COURTLEIGH                   DR,,33.9982,-118.4181
200604889,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2100,06,Hollywood,0669,1,121,"RAPE, FORCIBLE",1402 0500 1822 1206 2034,23,F,H,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,998,,,LEXINGTON,SERRANO,34.093,-118.3068
200617766,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,0230,06,Hollywood,0648,1,121,"RAPE, FORCIBLE",1206 1822 0500 1218,21,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1600 N  WESTERN                      AV,,34.1001,-118.3092
201407798,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,0300,14,Pacific,1413,1,121,"RAPE, FORCIBLE",0913 0512 0537 1415 0500 1206 1823,26,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200    DIMMICK                      AV,,34.0003,-118.4744
200600553,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2300,06,Hollywood,0668,1,121,"RAPE, FORCIBLE",1822 0448 0527 2004 1305,23,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,1300 N  WESTERN                      AV,,34.0944,-118.3125
200219086,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,0300,02,Rampart,0238,1,121,"RAPE, FORCIBLE",0500 1415 1309 1409 0400 0527 1822 1206 0532 1402,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,300 N  BOYLSTON                     ST,,34.0642,-118.257
201411921,06/05/2020 12:00:00 AM,06/04/2020 12:00:00 AM,1830,14,Pacific,1403,1,121,"RAPE, FORCIBLE",0913 2001 1817 0400 0500 0527 1814 1402 2000,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2800 S  SEPULVEDA                    BL,,34.0299,-118.43
201412377,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,0100,14,Pacific,1472,1,121,"RAPE, FORCIBLE",0500 0527 1822 1259 0537,15,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,VISTA DEL MAR,WATERVIEW,33.9529,-118.447
200205992,02/09/2020 12:00:00 AM,02/07/2020 12:00:00 AM,0420,02,Rampart,0261,1,121,"RAPE, FORCIBLE",0913 0527 0507 1820 1206 0537 0448 2004,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,800 S  CARONDELET                   ST,,34.0553,-118.283
201400897,09/10/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1900,14,Pacific,1444,1,121,"RAPE, FORCIBLE",0913 2000 1817 1814 0527 0507 0500 1402,27,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,13600    MARINA POINTE                DR,,33.9849,-118.4445
201414130,07/21/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1720,14,Pacific,1409,1,121,"RAPE, FORCIBLE",1913 0400 0500 1402 1817 0913 0940,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,3600    BAGLEY                       AV,,34.0277,-118.3968
201418417,10/08/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1300,14,Pacific,1414,1,121,"RAPE, FORCIBLE",0537 1218 0913 1817 1402,55,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,OAKWOOD,BROADWAY,33.9965,-118.4648
202117277,12/17/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1800,21,Topanga,2196,1,121,"RAPE, FORCIBLE",2000 0527 0913,14,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4200    SALTILLO                     ST,,34.1457,-118.5937
201416981,09/10/2020 12:00:00 AM,08/10/2020 12:00:00 AM,2240,14,Pacific,1454,1,121,"RAPE, FORCIBLE",0913 1817 0527,17,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4700    LINCOLN                      BL,,33.98,-118.4384
201407820,03/05/2020 12:00:00 AM,03/03/2020 12:00:00 AM,2200,14,Pacific,1414,1,121,"RAPE, FORCIBLE",1817 2004 1218 0500 0527 1206 2034 0913,19,F,H,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,LINCOLN,LAKE,33.9989,-118.4627
200711902,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,0001,07,Wilshire,0759,1,121,"RAPE, FORCIBLE",0500 0515 0527 0532 1402 1259 1822 0400 0537 0100,17,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1100 S  BRONSON                      AV,,34.0495,-118.3215
200712553,08/09/2020 12:00:00 AM,08/08/2020 12:00:00 AM,0001,07,Wilshire,0782,1,121,"RAPE, FORCIBLE",1415 0342 0500 1206 1259 0942 0413 1822,16,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1800    STEARNS                      DR,,34.0421,-118.3741
201419136,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,2120,14,Pacific,1435,1,122,"RAPE, ATTEMPTED",0104 0112 1822 0400 0419 0500 1402,32,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122,624,998,,11800    VENICE                       BL,,34.0039,-118.4334
200800886,12/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,2030,08,West LA,0892,1,121,"RAPE, FORCIBLE",0913 1402 0508 0510 0516 0527 0537 0421 0507 1823,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2400    PURDUE                       AV,,34.0337,-118.4402
200604909,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2300,06,Hollywood,0668,1,121,"RAPE, FORCIBLE",0448 0527 1822 1218 2004 1305,23,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,1300 N  WESTERN                      AV,,34.0944,-118.3125
200711406,07/08/2020 12:00:00 AM,07/07/2020 12:00:00 AM,2113,07,Wilshire,0702,1,121,"RAPE, FORCIBLE",0527 0500 0400 1402 0913,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,800 N  OGDEN                        DR,,34.0854,-118.3595
201411597,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,0001,14,Pacific,1415,1,121,"RAPE, FORCIBLE",0500 0522 1402 1822 0342 1238,39,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,400    LINCOLN                      BL,,34.0008,-118.4667
201417769,09/24/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1200,14,Pacific,1456,1,121,"RAPE, FORCIBLE",1206 2034 1822 0400 1259 0500,16,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,12300    CULVER                       BL,,33.9937,-118.4193
201400534,01/29/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1900,14,Pacific,1493,1,121,"RAPE, FORCIBLE",0527 1822 1259,16,F,O,117,BEACH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,12000    VISTA DEL MAR,,33.9246,-118.4319
201421645,12/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,0001,14,Pacific,1456,1,121,"RAPE, FORCIBLE",1822 0500 0527 0504 0510 0400 1817,28,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,12300    CULVER                       BL,,33.9937,-118.4193
200600564,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,0430,06,Hollywood,0636,1,121,"RAPE, FORCIBLE",0400 0500 0522 1822 1823 2034 1206,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,6500    HOLLYWOOD                    BL,,34.1034,-118.3325
201417864,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2350,14,Pacific,1483,1,121,"RAPE, FORCIBLE",1822 2034 1206 0527 0400,23,F,W,148,PUBLIC RESTROOM/OUTSIDE*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,8600    LINCOLN                      BL,,33.9568,-118.429
201811125,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,0300,18,Southeast,1831,1,121,"RAPE, FORCIBLE",1823 1822 0302 0532 0444 0551 0409 0550 0516 1415,20,F,B,103,ALLEY,106,UNKNOWN FIREARM,AA,Adult Arrest,121,998,,,126TH                        ST,AINSWORTH                    AV,33.9186,-118.2885
200416151,12/22/2020 12:00:00 AM,12/08/2020 12:00:00 AM,0001,04,Hollenbeck,0466,1,121,"RAPE, FORCIBLE",1259 0913 1820 0500,17,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,2600    PENNSYLVANIA                 AV,,34.0429,-118.2056
200618124,11/06/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1200,06,Hollywood,0666,1,121,"RAPE, FORCIBLE",1259 1822 1305 0418 0400,16,F,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,IC,Invest Cont,121,910,,,1300 N  WILCOX                       AV,,34.0943,-118.331
201407810,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,0200,14,Pacific,1469,1,122,"RAPE, ATTEMPTED",1822 2014 0400 1206 1310 0531,33,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,LA TIJERA,KNOWLTON                     ST,33.9751,-118.3743
201821930,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,0001,18,Southeast,1802,1,121,"RAPE, FORCIBLE",1415 1402 2000 0913 1814 0527,18,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,8700 S  MAIN                         ST,,33.959,-118.2739
200715303,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,0300,07,Wilshire,0758,1,121,"RAPE, FORCIBLE",2000 0913 2002 1814 0500,42,F,A,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1300 S  RIMPAU                       BL,,34.0493,-118.3367
201411070,05/18/2020 12:00:00 AM,05/01/2020 12:00:00 AM,1900,14,Pacific,1454,1,121,"RAPE, FORCIBLE",1814 0500 0527 2000 0913,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4700    LINCOLN                      BL,,33.9805,-118.439
201822678,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,0300,18,Southeast,1832,1,121,"RAPE, FORCIBLE",1822 1402 1415 0500 0418 0423 0515 0527 0516 0441,29,F,B,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,93RD                         ST,BROADWAY,33.9401,-118.2761
201504061,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0030,15,N Hollywood,1549,1,121,"RAPE, FORCIBLE",0527 0519 1817 0522 0515 0913 1310 1415 0400 1402,26,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,5400    VINELAND                     AV,,34.1687,-118.3703
201400763,06/19/2020 12:00:00 AM,06/18/2020 12:00:00 AM,0001,14,Pacific,1455,1,121,"RAPE, FORCIBLE",0527 1817 0537 0516 0913,35,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,12400    SHORT                        AV,,33.9915,-118.4263
200618299,11/21/2020 12:00:00 AM,11/17/2020 12:00:00 AM,0600,06,Hollywood,0628,1,121,"RAPE, FORCIBLE",0913 2000 0400 0500 0527 1814,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1900 N  BEACHWOOD                    DR,,34.1052,-118.3213
201412979,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,0300,14,Pacific,1457,1,121,"RAPE, FORCIBLE",1817 1206 0913 1259,15,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4900 S  CENTINELA                    AV,,33.9878,-118.417
200710055,06/04/2020 12:00:00 AM,06/03/2020 12:00:00 AM,0001,07,Wilshire,0765,1,121,"RAPE, FORCIBLE",0500 1501 2033,52,F,B,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,121,,,,4800 W  VENICE                       BL,,34.0465,-118.3419
201321637,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1300,13,Newton,1309,1,121,"RAPE, FORCIBLE",0500 0527 0540 1402 0913,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2300 E  OLYMPIC                      BL,,34.0259,-118.2317
201226999,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,0200,12,77th Street,1249,1,121,"RAPE, FORCIBLE",1402 1415 0344 0418 0527 0448 0408 0416 0500 0421,18,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,65TH                         ST,FIGUEROA                     ST,33.9806,-118.2827
201409560,04/13/2020 12:00:00 AM,04/09/2020 12:00:00 AM,0001,14,Pacific,1483,1,121,"RAPE, FORCIBLE",1817 1814 2000 0527 1206 0913,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7700 W  91ST                         ST,,33.9568,-118.429
200618858,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,0045,06,Hollywood,0646,1,121,"RAPE, FORCIBLE",0913 1817 1206 0500 0527,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1400 N  MCCADDEN                     PL,,34.0962,-118.3381
200619418,12/18/2020 12:00:00 AM,11/21/2020 12:00:00 AM,2200,06,Hollywood,0631,1,121,"RAPE, FORCIBLE",0913 0500 1300 0400 0527,39,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1100    CORY                         AV,,34.0917,-118.3915
200618515,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,0600,06,Hollywood,0659,1,121,"RAPE, FORCIBLE",0400 0500 0522 0527 1402 0913 1218 1817,29,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5300 W  SUNSET                       BL,,34.0981,-118.3056
200517934,12/17/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1600,05,Harbor,0564,1,121,"RAPE, FORCIBLE",1303 1822 1305 0418 0500 0943,24,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,921,998,,1ST,HARBOR,33.7433,-118.2797
